SKD DEJAVNOST;SPOL;STATUS ZAPOSLITVE;LETO;RAZRED NETO - SKUPAJ;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
I GOSTINSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2011;7006;606;749;779;576;532;454;461;467;368;339;302;220;236;176;144;120;105;107;83;111
I GOSTINSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2012;6910;691;731;785;540;561;457;456;427;355;348;272;222;191;155;157;113;129;95;95;130
I GOSTINSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2013;6729;633;621;747;518;526;491;465;467;410;329;258;242;205;178;147;116;101;101;78;105
I GOSTINSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2014;6551;673;558;741;576;544;478;482;409;359;308;250;239;206;144;145;127;89;98;89;105
I GOSTINSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2015;6633;711;570;698;586;537;465;459;467;367;303;254;251;193;151;129;123;100;89;71;109
I GOSTINSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2016;6730;585;581;726;606;565;545;467;405;381;320;283;262;202;178;139;106;105;98;62;114
I GOSTINSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2017;7111;651;758;686;567;566;505;505;445;420;366;318;262;230;183;159;113;115;99;83;105
I GOSTINSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2018;7519;577;822;771;644;564;507;554;448;423;350;375;306;256;212;149;130;121;112;97;101
I GOSTINSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2019;8017;651;830;816;684;588;585;508;453;493;426;389;313;279;273;154;135;127;115;88;110
I GOSTINSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2020;7533;999;1117;817;665;561;484;453;465;349;291;287;231;185;141;125;95;66;58;67;77
I GOSTINSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2009;11999;1180;1593;1487;1147;885;948;850;689;611;524;405;357;279;230;198;157;96;141;114;108
I GOSTINSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2010;11436;1090;1526;1444;1128;986;968;762;617;530;463;421;316;312;204;212;134;119;145;120;129
I GOSTINSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2011;10499;1119;1272;1351;1069;919;789;695;576;486;357;331;281;245;188;151;130;121;117;82;92
I GOSTINSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2012;10272;1264;1258;1273;1034;870;827;636;546;470;364;326;256;238;185;160;137;108;114;96;110
I GOSTINSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2013;10057;1145;1219;1237;952;932;747;648;591;496;336;306;234;230;190;157;127;113;112;92;92
I GOSTINSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2014;9715;1153;1141;1289;988;850;732;585;589;458;319;298;266;216;174;171;123;107;115;92;99
I GOSTINSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2015;9852;1211;1188;1226;1058;829;715;626;587;428;364;303;216;234;183;140;125;129;108;87;95
I GOSTINSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2016;10148;1020;1162;1302;1257;903;771;669;563;466;325;315;285;220;171;166;125;146;97;86;99
I GOSTINSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2017;10544;1101;1344;1381;1198;961;768;658;578;471;395;302;291;204;184;151;126;130;101;90;92
I GOSTINSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2018;10931;984;1284;1400;1249;1015;882;715;617;516;396;357;332;245;189;168;136;148;128;78;92
I GOSTINSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2019;11519;977;1377;1442;1329;1080;939;810;694;489;473;366;324;267;203;171;139;140;109;85;105
I GOSTINSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2020;10174;1268;1556;1519;1194;938;761;559;467;346;309;240;215;170;122;108;129;78;61;67;67
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2009;16819;352;290;243;244;309;275;345;389;420;504;621;705;892;1157;1350;1573;1634;1554;1994;1968
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2010;17097;326;280;293;307;307;326;391;403;421;552;625;644;898;1090;1354;1437;1551;1607;1923;1864
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2011;16300;320;329;302;241;341;349;339;379;525;601;617;725;934;1133;1239;1475;1414;1555;1956;2109
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2012;16781;379;288;332;290;324;329;357;398;453;530;650;675;882;982;1267;1491;1523;1605;2047;1979
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2013;16950;392;344;346;297;309;363;361;356;450;553;627;684;859;1085;1299;1553;1486;1654;2067;1991
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2014;17142;390;321;332;349;312;382;391;418;520;578;659;737;949;1090;1291;1437;1472;1559;2008;2026
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2015;16901;370;304;344;316;335;353;407;455;481;604;624;734;934;1100;1279;1347;1398;1642;2024;1850
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2016;16570;395;333;327;296;356;367;403;464;490;560;619;742;961;1097;1249;1240;1324;1555;1986;1806
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2017;17155;481;398;254;319;445;445;488;507;580;593;777;792;958;1091;1206;1222;1254;1583;1909;2076
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2018;18502;439;477;385;336;399;432;477;559;591;634;765;889;963;1217;1265;1346;1383;1758;2169;2018
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2019;19627;414;461;405;345;410;422;540;558;670;732;830;906;1135;1303;1456;1369;1454;1815;2198;2204
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2020;20017;411;399;357;359;397;436;508;514;624;715;783;892;1067;1336;1569;1519;1523;1882;2299;2427
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2009;11003;200;146;126;132;200;159;189;222;232;292;369;417;537;706;862;1052;1109;1063;1467;1523
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2010;11343;179;156;175;195;205;168;209;226;247;333;401;407;542;668;818;905;969;1107;1299;1286
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2011;10961;177;195;192;149;217;204;210;214;360;433;373;473;682;713;824;1025;1026;967;1218;1221
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2012;11156;207;164;225;187;212;203;287;241;305;296;414;403;524;698;822;928;1044;1202;1491;1528
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2013;11247;224;213;224;189;230;203;204;213;288;333;380;424;563;698;818;928;1012;926;1484;1536
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2014;11430;215;194;232;216;231;220;221;253;404;339;416;465;602;643;801;594;1042;1036;1278;1183
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2015;11346;208;185;229;195;210;207;243;283;275;377;365;475;581;699;815;922;958;1156;1488;1475
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2016;11227;233;212;215;191;219;225;253;273;290;361;383;476;633;698;787;836;927;1125;1451;1439
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2017;11440;289;262;215;193;272;219;233;272;335;333;475;439;563;675;805;808;1038;1098;1386;1500
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2018;12336;271;305;249;211;227;257;278;331;346;379;470;554;585;759;816;882;954;1263;1611;1588
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2019;13206;252;290;269;210;261;262;308;331;393;453;504;554;700;804;933;889;1029;1335;1646;1783
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2020;13392;234;259;216;201;230;249;302;296;369;417;462;538;649;836;961;1035;1071;1366;1731;1970
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2009;5816;152;144;117;112;109;116;156;167;188;212;252;288;355;451;488;521;525;491;527;445
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2010;5754;147;124;118;112;104;106;112;160;173;218;258;300;356;413;432;500;506;500;545;652
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2011;5339;143;134;110;104;80;145;138;165;146;368;244;384;437;420;431;450;446;626;745;726
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2012;5625;172;124;107;103;113;118;116;151;189;234;236;272;358;426;445;458;479;517;556;451
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2013;5004;168;131;122;108;135;139;143;143;207;212;258;260;313;417;445;386;424;444;583;455
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2014;5712;175;127;100;133;136;162;138;208;203;239;291;353;431;519;515;458;445;606;626;548
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2015;5555;162;119;115;121;125;146;164;172;206;227;259;259;353;401;464;425;440;486;536;375
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2016;5343;162;121;112;105;137;142;150;191;200;199;236;266;328;399;462;404;397;430;535;367
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2017;5715;192;136;112;126;173;118;145;175;245;252;302;323;399;416;401;414;411;417;523;384
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2018;6166;168;172;136;125;172;175;199;228;245;255;295;335;378;458;449;464;429;495;558;430
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2019;6421;162;171;136;135;149;160;232;227;277;279;326;352;435;499;523;480;425;480;552;421
J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2020;6625;177;140;141;158;167;187;206;218;255;298;321;354;418;500;608;484;452;516;568;457
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2009;20165;241;160;201;190;186;228;238;336;457;680;959;1282;1544;1661;1819;1779;1645;1630;2187;2742
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2010;19533;219;178;147;179;202;263;381;460;553;843;1042;1044;1414;1385;1602;1542;1478;1687;2095;2551
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2011;19152;264;184;160;168;213;238;296;432;579;848;1066;1256;1218;1506;1469;1576;1507;1474;1849;1437
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2012;18491;230;135;154;149;259;224;326;450;638;872;986;1169;1204;1412;1445;1468;1456;1581;1969;1605
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2013;18347;206;139;173;190;183;229;297;420;649;783;937;1136;1258;1312;1345;1400;1371;1598;2075;2435
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2014;17411;209;122;181;147;198;252;360;490;640;787;791;1029;1184;1128;1272;1265;1353;1533;1886;2351
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2015;16813;224;151;133;151;170;221;271;450;557;690;860;942;1049;1187;1207;1360;1334;1559;1930;2367
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2016;16858;220;148;151;162;170;233;299;462;577;721;880;931;1093;1212;1227;1252;1342;1557;1871;2350
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2017;16929;216;202;136;169;192;233;330;461;607;745;802;887;981;1123;1144;1243;1257;1510;1824;2344
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2018;16905;199;203;167;174;204;280;352;511;653;755;813;914;985;1027;1178;1244;1287;1605;1961;2393
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2019;16660;228;195;171;207;171;237;393;515;608;667;817;836;958;1091;1186;1251;1195;1554;1929;2451
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2020;14861;201;165;155;142;167;211;338;390;537;606;644;747;861;1018;1070;1110;1130;1379;1707;2283
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2009;6915;56;47;59;55;57;74;60;87;115;177;226;284;357;400;476;537;568;667;1015;1598
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2010;6850;51;54;31;62;110;109;124;130;147;223;240;290;502;457;458;540;455;612;1069;1478
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2011;6847;55;50;52;55;89;90;69;126;163;200;252;290;408;466;452;577;570;709;1069;1416
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2012;6639;56;60;56;46;64;82;94;111;139;204;238;277;280;375;425;534;496;668;958;1379
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2013;6415;67;46;68;58;62;79;99;118;142;169;213;271;274;338;390;454;460;700;1010;1372
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2014;6278;61;46;71;63;62;86;99;119;133;181;201;229;261;325;400;454;545;674;915;1346
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2015;6169;73;66;48;67;51;76;86;134;131;168;199;191;264;332;356;467;500;687;937;1336
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2016;6191;89;64;53;47;65;86;113;119;146;165;192;222;261;348;361;427;507;690;906;1330
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2017;6072;70;71;55;58;68;78;95;108;136;160;180;197;247;306;365;422;460;616;880;1330
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2018;6239;66;93;68;70;71;87;103;118;146;153;198;218;262;300;386;412;478;685;943;1382
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2019;6184;70;112;68;81;59;64;96;124;141;144;181;202;259;339;384;433;430;674;948;1375
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2020;5539;60;67;59;61;48;63;80;95;120;142;133;168;244;299;367;374;389;617;847;1306
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2009;13250;185;113;142;135;129;154;178;249;342;503;733;998;1187;1261;1343;1242;1077;963;1172;1144
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2010;12683;168;124;116;117;265;198;160;265;406;415;802;649;732;853;1144;912;851;874;1135;1073
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2011;12305;209;134;108;141;188;239;120;306;528;648;814;541;706;601;594;532;712;750;847;860
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2012;11852;174;75;98;103;307;192;313;388;477;668;748;892;772;1037;1020;934;744;897;1011;820
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2013;10662;139;93;105;132;119;161;198;302;422;614;659;865;984;777;866;825;916;898;1065;1063
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2014;11133;148;76;110;84;102;166;226;259;407;606;522;800;811;746;872;862;828;859;971;1005
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2015;10644;151;85;85;84;119;145;185;316;426;522;661;751;785;855;851;893;834;872;993;1031
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2016;10667;131;84;98;115;105;147;186;343;431;556;688;709;832;864;866;825;835;867;965;1020
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2017;9960;165;107;81;111;124;155;235;353;449;506;682;690;734;817;779;820;796;894;944;1014
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2018;10666;133;110;99;104;133;193;249;393;507;602;615;696;723;727;792;832;809;920;1018;1011
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2019;10476;158;83;103;126;112;173;297;391;467;523;636;634;699;752;802;818;765;880;981;1076
K FINANCNE IN ZAVAROVALNISKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2020;9322;141;98;96;81;119;148;258;295;417;464;511;579;617;719;703;736;741;762;860;977
L POSLOVANJE Z NEPREMICNINAMI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2009;3022;168;193;135;119;148;143;136;152;163;143;167;142;178;155;184;148;126;113;129;180
L POSLOVANJE Z NEPREMICNINAMI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2010;2923;177;128;139;182;202;146;174;145;147;148;151;153;131;123;124;167;68;92;91;149
L POSLOVANJE Z NEPREMICNINAMI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2011;2773;139;109;152;178;140;135;130;140;156;121;166;139;150;150;149;95;90;79;92;165
L POSLOVANJE Z NEPREMICNINAMI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2012;2591;139;116;154;125;134;126;123;140;139;150;118;159;143;139;120;123;95;93;202;204
L POSLOVANJE Z NEPREMICNINAMI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2013;2523;132;108;139;126;133;105;114;144;139;121;118;133;151;139;120;114;111;93;101;150
L POSLOVANJE Z NEPREMICNINAMI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2014;2589;142;114;159;127;133;117;126;139;153;135;106;133;154;139;113;113;98;89;104;147
L POSLOVANJE Z NEPREMICNINAMI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2015;2575;164;139;111;135;117;117;122;151;146;110;118;138;169;144;142;114;86;103;113;136
L POSLOVANJE Z NEPREMICNINAMI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2016;2606;190;140;135;115;118;128;144;152;143;96;120;147;159;162;133;108;104;75;105;132
L POSLOVANJE Z NEPREMICNINAMI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2017;4722;227;179;167;111;169;202;207;211;225;241;238;260;269;274;294;309;266;345;264;133
L POSLOVANJE Z NEPREMICNINAMI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2018;4812;223;203;165;151;120;186;190;206;228;215;216;267;291;336;316;338;312;372;331;146
L POSLOVANJE Z NEPREMICNINAMI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2019;4836;234;228;164;154;158;166;180;219;204;235;212;263;281;334;356;343;304;365;298;138
L POSLOVANJE Z NEPREMICNINAMI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2020;2531;183;164;127;107;134;129;129;110;137;126;118;108;162;161;115;123;77;101;109;111
L POSLOVANJE Z NEPREMICNINAMI;MOSKI;ZAPOSLENI - SKUPAJ;2009;1646;89;107;71;65;94;92;80;79;80;70;87;71;84;83;104;78;63;57;74;118
L POSLOVANJE Z NEPREMICNINAMI;MOSKI;ZAPOSLENI - SKUPAJ;2010;1606;95;55;75;103;94;76;76;81;83;69;91;89;93;94;91;87;79;82;83;101
L POSLOVANJE Z NEPREMICNINAMI;MOSKI;ZAPOSLENI - SKUPAJ;2011;1527;62;62;76;66;66;61;68;73;80;81;100;95;89;95;84;75;74;39;80;108
L POSLOVANJE Z NEPREMICNINAMI;MOSKI;ZAPOSLENI - SKUPAJ;2012;1424;71;61;75;79;68;73;67;80;86;80;68;81;80;88;79;58;57;51;58;91
L POSLOVANJE Z NEPREMICNINAMI;MOSKI;ZAPOSLENI - SKUPAJ;2013;1405;70;63;90;72;68;68;61;84;82;69;57;71;82;85;71;69;59;45;49;97
L POSLOVANJE Z NEPREMICNINAMI;MOSKI;ZAPOSLENI - SKUPAJ;2014;1445;89;76;92;75;62;59;72;77;88;83;48;76;84;80;62;65;54;41;55;102
L POSLOVANJE Z NEPREMICNINAMI;MOSKI;ZAPOSLENI - SKUPAJ;2015;1436;92;75;61;88;79;64;69;86;84;68;56;66;82;80;87;63;41;49;57;89
L POSLOVANJE Z NEPREMICNINAMI;MOSKI;ZAPOSLENI - SKUPAJ;2016;1441;102;74;69;82;79;73;81;86;78;54;48;80;80;100;80;63;46;33;50;83
L POSLOVANJE Z NEPREMICNINAMI;MOSKI;ZAPOSLENI - SKUPAJ;2017;3354;144;90;147;126;104;154;149;150;118;156;153;182;159;200;169;232;151;294;197;92
L POSLOVANJE Z NEPREMICNINAMI;MOSKI;ZAPOSLENI - SKUPAJ;2018;3394;113;109;89;92;70;137;132;145;168;148;146;183;200;268;239;250;234;302;263;106
L POSLOVANJE Z NEPREMICNINAMI;MOSKI;ZAPOSLENI - SKUPAJ;2019;3398;137;119;85;87;108;126;138;148;136;165;143;182;194;250;270;270;234;287;243;92
L POSLOVANJE Z NEPREMICNINAMI;MOSKI;ZAPOSLENI - SKUPAJ;2020;1352;99;77;60;59;78;80;70;67;81;66;55;57;78;89;50;71;41;50;55;69
L POSLOVANJE Z NEPREMICNINAMI;ZENSKE;ZAPOSLENI - SKUPAJ;2009;1376;79;86;64;54;54;51;56;73;83;73;80;71;94;72;80;70;63;56;55;62
L POSLOVANJE Z NEPREMICNINAMI;ZENSKE;ZAPOSLENI - SKUPAJ;2010;1317;82;73;64;79;65;62;60;70;82;79;88;64;78;90;81;80;56;67;68;48
L POSLOVANJE Z NEPREMICNINAMI;ZENSKE;ZAPOSLENI - SKUPAJ;2011;1246;77;47;76;73;72;87;69;67;68;67;71;66;72;61;65;49;41;40;60;57
L POSLOVANJE Z NEPREMICNINAMI;ZENSKE;ZAPOSLENI - SKUPAJ;2012;1167;68;55;59;46;72;53;56;59;69;70;72;76;63;65;62;65;47;48;59;47
L POSLOVANJE Z NEPREMICNINAMI;ZENSKE;ZAPOSLENI - SKUPAJ;2013;1118;62;45;49;58;72;61;53;60;60;52;59;53;76;50;50;46;52;43;52;53
L POSLOVANJE Z NEPREMICNINAMI;ZENSKE;ZAPOSLENI - SKUPAJ;2014;1144;74;63;67;58;72;61;54;58;65;52;58;53;71;50;51;46;44;48;48;45
L POSLOVANJE Z NEPREMICNINAMI;ZENSKE;ZAPOSLENI - SKUPAJ;2015;1139;72;64;50;47;38;53;53;65;62;42;62;72;87;64;55;51;45;54;56;47
L POSLOVANJE Z NEPREMICNINAMI;ZENSKE;ZAPOSLENI - SKUPAJ;2016;1165;88;66;66;33;39;55;63;66;65;42;72;67;79;62;53;45;58;42;55;49
L POSLOVANJE Z NEPREMICNINAMI;ZENSKE;ZAPOSLENI - SKUPAJ;2017;1368;83;89;68;63;65;56;58;71;75;71;61;78;86;74;76;77;58;51;67;41
L POSLOVANJE Z NEPREMICNINAMI;ZENSKE;ZAPOSLENI - SKUPAJ;2018;1418;110;94;76;59;50;49;58;61;60;67;70;84;91;68;77;88;78;70;68;40
L POSLOVANJE Z NEPREMICNINAMI;ZENSKE;ZAPOSLENI - SKUPAJ;2019;1438;90;109;79;67;50;40;42;71;68;70;60;81;87;84;86;73;70;78;55;46
L POSLOVANJE Z NEPREMICNINAMI;ZENSKE;ZAPOSLENI - SKUPAJ;2020;1179;84;87;67;48;56;49;59;43;56;60;63;51;84;72;65;52;36;51;54;42
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2009;28081;1184;959;751;756;929;904;884;1108;1101;1207;1381;1519;1756;1765;1836;1768;1647;1658;2285;2683
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2010;27887;1165;957;871;978;857;981;1020;1081;1154;1243;1227;1553;1711;1682;1776;1641;1609;1664;2198;2519
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2011;27482;1189;904;929;1036;951;925;1009;1074;1073;1185;1263;1623;1589;1682;1640;1677;1490;1687;2109;2447
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2012;26497;1107;865;988;861;740;893;982;995;1090;1138;1339;1536;1504;1607;1597;1607;1521;1708;2012;2407
